id,active,added_by,branch_id,added_date,is_primary,renew_date,card_number,charge_code,customer_id,expiry_date,reg_cleared,reg_id_temp,txn_enabled,migration_id,service_code,service_flag,account_alias,account_label,alert_enabled,currency_code,account_number,charge_remarks,account_type_id,is_trial_period,service_remarks,is_account_owner,last_modified_by,charge_deduct_date,last_modified_date,service_block_date,account_holder_name,old_bank_account_id,account_owner_cbs_id,allow_foreign_currency_txn,updated_at
194,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,321,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA7712618756803893,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Srista Laxmi Khadka,,DLNIND9898224,,2024-08-07 07:05:19.210
195,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,322,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA1226293877340222,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Poshan Gopal Bhandari,,DLNIND9910969,,2024-08-07 07:05:19.210
196,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,323,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA4875262056826759,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,SARLAHI PLASTIC PRODUCTS PVT. LTD.,,DLNLEG1189719,,2024-08-07 07:05:19.210
197,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,324,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA3495065184036366,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Adarsh Bhakta Lama,,DLNIND1255130,,2024-08-07 07:05:19.210
198,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,325,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA6292140958983585,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Adarsh Bhakta Lama,,DLNIND1255130,,2024-08-07 07:05:19.210
199,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,326,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA7046589445759193,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Adarsh Bhakta Lama,,DLNIND1255130,,2024-08-07 07:05:19.210
200,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,327,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA3671317200626764,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Adarsh Bhakta Lama,,DLNIND1255130,,2024-08-07 07:05:19.210
201,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,328,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA6606291220666464,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Adarsh Bhakta Lama,,DLNIND1255130,,2024-08-07 07:05:19.210
202,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,329,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA4659296038782947,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Adarsh Bhakta Lama,,DLNIND1255130,,2024-08-07 07:05:19.210
203,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,330,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA3961913565185109,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Adarsh Bhakta Lama,,DLNIND1255130,,2024-08-07 07:05:19.210
204,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,331,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA5621156582338701,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Adarsh Bhakta Lama,,DLNIND1255130,,2024-08-07 07:05:19.210
205,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,332,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA8877532599126662,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Adarsh Bhakta Lama,,DLNIND1255130,,2024-08-07 07:05:19.210
206,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,333,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA9850330723064396,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Prashanta Babu Thapa,,DLNIND2622447,,2024-08-07 07:05:19.210
207,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,334,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA3791360320692809,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Prashanta Babu Thapa,,DLNIND2622447,,2024-08-07 07:05:19.210
208,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,335,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA5465158317041759,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Sriti Kumari Thapa,,DLNIND4211643,,2024-08-07 07:05:19.210
209,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,336,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA3076621615379750,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Asphota Maya Shrestha,,DLNIND3986994,,2024-08-07 07:05:19.210
210,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,337,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA6731122116317868,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Sahil Bahadur Yadav,,DLNIND8738953,,2024-08-07 07:05:19.210
211,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,338,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA2533971616851241,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Adarsh Bhakta Lama,,DLNIND1255130,,2024-08-07 07:05:19.210
212,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,339,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA6308724461114220,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Anushikha Saraswati Shrestha,,DLNIND2035752,,2024-08-07 07:05:19.210
213,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,340,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA9008944407238877,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,sandal  Tandukar,,DLNIND4263447,,2024-08-07 07:05:19.210
214,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,341,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA3033937761650927,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,sandal  Tandukar,,DLNIND4263447,,2024-08-07 07:05:19.210
215,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,342,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA5889887034827905,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Asphota Maya Shrestha,,DLNIND3986994,,2024-08-07 07:05:19.210
216,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,343,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA2013402064226186,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Ronika Devi Rai,,DLNIND8690282,,2024-08-07 07:05:19.210
217,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,344,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA1739226078954724,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Anushikha Saraswati Shrestha,,DLNIND2035752,,2024-08-07 07:05:19.210
218,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,345,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA9592523941647640,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Sunanda Bishnu Rai,,DLNIND7227326,,2024-08-07 07:05:19.210
219,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,346,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA7483162939540593,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Aavaas Ram Adhikari,,DLNIND3257367,,2024-08-07 07:05:19.210
220,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,347,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA1646220598508770,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Aavaas Ram Adhikari,,DLNIND3257367,,2024-08-07 07:05:19.210
221,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,348,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA3354835500463427,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,NEPAL AIRLINES LTD.,,DLNLEG6576494,,2024-08-07 07:05:19.210
222,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,349,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA6723811891928329,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Hrisheekesh Dev Khadka,,DLNIND4157875,,2024-08-07 07:05:19.210
223,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,350,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA5487616874029454,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Adarsh Bhakta Lama,,DLNIND1255130,,2024-08-07 07:05:19.210
224,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,351,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA5519412832859177,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Abid Gopal Khadka,,DLNIND7445925,,2024-08-07 07:05:19.210
225,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,352,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA8947554115180167,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Srista Laxmi Khadka,,DLNIND9898224,,2024-08-07 07:05:19.210
226,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,353,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA4216350869660382,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Mikma Hari Lama,,DLNIND5013653,,2024-08-07 07:05:19.210
227,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,354,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA6373657248206981,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Mikma Hari Lama,,DLNIND5013653,,2024-08-07 07:05:19.210
228,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,355,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA2300549696110485,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Mikma Hari Lama,,DLNIND5013653,,2024-08-07 07:05:19.210
229,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,356,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA7894658353724998,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Abid Gopal Khadka,,DLNIND7445925,,2024-08-07 07:05:19.210
230,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,357,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA6956461779728229,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,BHIMSEN AGRICULTURAL COOPERATIVE LTD.,,DLNLEG5142567,,2024-08-07 07:05:19.210
231,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,358,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA4624824725024892,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Shiva Bikram Pandey,,DLNIND5461679,,2024-08-07 07:05:19.210
232,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,359,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA2013085111614210,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Shiva Bikram Pandey,,DLNIND5461679,,2024-08-07 07:05:19.210
233,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,360,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA3761849508473646,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Timilsina Gopal Acharya,,DLNIND7340765,,2024-08-07 07:05:19.210
234,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,361,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA5203959758181464,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,KALINCHOWK REAL ESTATE PVT. LTD.,,DLNLEG8980703,,2024-08-07 07:05:19.210
235,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,362,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA1610685409829739,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,NEPAL AIRLINES LTD.,,DLNLEG6576494,,2024-08-07 07:05:19.210
236,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,363,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA5779141740173990,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,KALINCHOWK REAL ESTATE PVT. LTD.,,DLNLEG8980703,,2024-08-07 07:05:19.210
237,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,364,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA9708461540055980,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Adarsh Bhakta Lama,,DLNIND1255130,,2024-08-07 07:05:19.210
238,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,365,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA8421606189374923,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Krishala Kumari Sharma,,DLNIND6814583,,2024-08-07 07:05:19.210
239,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,366,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA3909475830231794,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Krishala Kumari Sharma,,DLNIND6814583,,2024-08-07 07:05:19.210
240,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,367,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA1213275599098194,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Krishala Kumari Sharma,,DLNIND6814583,,2024-08-07 07:05:19.210
241,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,368,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA9927837381510068,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Apsa Devi Adhikari,,DLNIND2830344,,2024-08-07 07:05:19.210
242,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,369,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA4872626137408972,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Apsa Devi Adhikari,,DLNIND2830344,,2024-08-07 07:05:19.210
243,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,370,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA3618602262872465,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,KALINCHOWK REAL ESTATE PVT. LTD.,,DLNLEG8980703,,2024-08-07 07:05:19.210
244,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,371,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA9930360995999313,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,KALINCHOWK REAL ESTATE PVT. LTD.,,DLNLEG8980703,,2024-08-07 07:05:19.210
245,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,372,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA6204168680951018,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,KALINCHOWK REAL ESTATE PVT. LTD.,,DLNLEG8980703,,2024-08-07 07:05:19.210
246,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,373,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA9483520622843813,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Adarsh Bhakta Lama,,DLNIND1255130,,2024-08-07 07:05:19.210
247,Y,1.0,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,374,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,20221214.0,CMD,E,1,ACCOUNT,Y,NPR,FA8422819535576795,,1.0,N,,Y,,,"Row(member0=Timestamp('2022-12-14 10:14:25'), member1=None)",,Adarsh Bhakta Lama,,DLNIND1255130,,2024-08-07 07:05:19.210
