dob,pan,email,text0,text1,text2,text3,text4,text5,gender,gfname,mobnum,bank_id,certnum,country,del_flg,doctype,foracid,landnum,relcode,srl_num,certauth,fullname,mailcity,maildist,pertcity,pertdist,rel_type,certplace,lchg_time,rcre_time,saluation,fathername,occupation,perttoleno,pertwardno,spousename,certexpdate,mailtolenum,mailwardnum,nationality,perthosueno,cerissuedate,lchg_user_id,rcre_user_id,cerissuedatead,entity_cre_flg,mailinghouseno,updated_at,preferredname 
1900-01-01T00:00:00.000000,PAN596302582,sunsarimanufacturing849@outlook.com,,,,,,,,,+977-9875671139,1,32-755,,,,FA8847336985864806,,,4,,PREM SHANKAR RAY                                                                                                                                                                                        ,,,,,A,RAUTAHAT,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"JEHARIYA-01,RAUTAHAT",,,,"JEHARIYA-01,RAUTAHAT",,,,02/05/2056,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,PREM SHANKAR RAY                                                                                                                                                                                        
1900-01-01T00:00:00.000000,PAN596302582,sunsarimanufacturing849@outlook.com,,,,,,,,,+977-9875671139,1,3/659,,,,FA8847336985864806,,,3,,PARAS HUSSAIN                                                                                                                                                                                           ,GAUR,,,,A,RAUTAHAT,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"LOAKAHA-02,RAUTAHAT",,,,"GAUR-08,RAUTAHAT",,,,31/08/2047,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,PARAS HUSSAIN                                                                                                                                                                                           
1900-01-01T00:00:00.000000,PAN596302582,sunsarimanufacturing849@outlook.com,,,,,,,,,+977-9875671139,1,175,,,,FA8847336985864806,055-521022/984578061,,2,,RENU KUMARI YADAV                                                                                                                                                                                       ,GAUR,,,,E,SARLAHI,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"LOKAHA-01,RAUTAHAT",,,,"GAUR-08,RAUTAHAT",,,,01/09/2055,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,RENU KUMARI YADAV                                                                                                                                                                                       
1900-01-01T00:00:00.000000,PAN596302582,sunsarimanufacturing849@outlook.com,,,,,,,,,+977-9875671139,1,186/7036,,,,FA8847336985864806,,,1,,BACHCHU MIYA                                                                                                                                                                                            ,LOKAHA,,,,E,RAUTAHAT,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"LOKAHA-03,RAUTAHAT",,,,"LOKAHA-03,,RAUTAHAT",,,,25/01/2045,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,BACHCHU MIYA                                                                                                                                                                                            
1994-05-27T00:00:00.000000,PAN642854936,shreekrishnafoundationngo395@outlook.com,,,,,,,,,+977-9872376868,1,72901487,,,,FA4457027483518168,,,3,,PRAMOD RAY                                                                                                                                                                                              ,,,,,A,SARLAHI,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"PHULPARASI-06, SARLAHI",,,,"PHULPARASI-06, SARLAHI",,,,16-03-2050,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,PRAMOD RAY                                                                                                                                                                                              
1994-05-27T00:00:00.000000,PAN642854936,shreekrishnafoundationngo395@outlook.com,,,,,,,,,+977-9872376868,1,,,,,FA4457027483518168,,,2,,MANOJ KUMAR SHAH                                                                                                                                                                                        ,,,,,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,,,,,,,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,MANOJ KUMAR SHAH                                                                                                                                                                                        
1994-05-27T00:00:00.000000,PAN642854936,shreekrishnafoundationngo395@outlook.com,,,,,,,,,+977-9872376868,1,,,,,FA4457027483518168,,,1,,NAGENDRA KUMAR RAY                                                                                                                                                                                      ,,,,,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,,,,,,,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,NAGENDRA KUMAR RAY                                                                                                                                                                                      
1900-01-01T00:00:00.000000,PAN813377590,nepalairlines939@outlook.com,,,,,,,,,+977-9856247781,1,4792/37/3,,,,FA3686065403346037,,,2,,DIL CHARAN CHAUDHARY                                                                                                                                                                                    ,,,,,A,MORANG,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,KISINUWAIN 5 KOSHI,,,,LAHAN SIRAHA,,,,10/02/2058,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,DIL CHARAN CHAUDHARY                                                                                                                                                                                    
1900-01-01T00:00:00.000000,PAN813377590,nepalairlines939@outlook.com,,,,,,,,,+977-9856247781,1,8172,,,,FA3686065403346037,,,1,,CHANDESWAR PRASAD SAH                                                                                                                                                                                   ,,,,,A,SAPTARI,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,MAINAHASAHARSABAHU 4 SAPTARI,,,,LAHAN SIRAHA,,,,10/032054,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,CHANDESWAR PRASAD SAH                                                                                                                                                                                   
2003-06-16T00:00:00.000000,PAN922795324,kalinchowkrealestate968@outlook.com,,,,,,,,,+977-9837430941,1,25851,,,,FA9624623246700202,,,3,,BIBEK DANGI                                                                                                                                                                                             ,,,,,A,JHAPA,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"W.N 05, JUREPANI, JHAPA",,,,"W.N 05, JUREPANI, JHAPA",,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,BIBEK DANGI                                                                                                                                                                                             
2003-06-16T00:00:00.000000,PAN922795324,kalinchowkrealestate968@outlook.com,,,,,,,,,+977-9837430941,1,042044-5397,,,,FA9624623246700202,,,2,,ROJAN GURUNG                                                                                                                                                                                            ,,,,,A,JHAPA,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"W.N 10, DAMAK, JHAPA",,,,"W.N 10, DAMAK, JHAPA",,,,14/08/2067,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,ROJAN GURUNG                                                                                                                                                                                            
2003-06-16T00:00:00.000000,PAN922795324,kalinchowkrealestate968@outlook.com,,,,,,,,,+977-9837430941,1,041006/376,,,,FA9624623246700202,023621235/9815949104,,1,,RAJENDRA TIMSINA                                                                                                                                                                                        ,,,,,A,JHAPA,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"W.N 15, JHAPA",,,,"W.N 1, LAKHARPUR, JHAPA",,,,18/06/2066,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,RAJENDRA TIMSINA                                                                                                                                                                                        
1900-01-01T00:00:00.000000,PAN353089449,lumbinitravels925@outlook.com,,,,,,,,,+977-9858187309,1,1238,,,,FA4853983019681631,,,13,,NARAYAN KUMAR SHRESTHA                                                                                                                                                                                  ,,,,,A,DHADING,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,"BUDHATHUNG-08, DHADING",,,,"BUDHATHUNG-08, DHADING",,,,9/1/2045,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,NARAYAN KUMAR SHRESTHA                                                                                                                                                                                  
1900-01-01T00:00:00.000000,PAN353089449,lumbinitravels925@outlook.com,,,,,,,,,+977-9858187309,1,,,,,FA4853983019681631,,,12,,DILLI RAM SHRESTHA                                                                                                                                                                                      ,,,,,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,KATHMANDU,,,,KATHMANDU,,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,DILLI RAM SHRESTHA                                                                                                                                                                                      
1900-01-01T00:00:00.000000,PAN353089449,lumbinitravels925@outlook.com,,,,,,,,,+977-9858187309,1,99607,,,,FA4853983019681631,,,11,,JAYANDRA LAL SHRESTHA                                                                                                                                                                                   ,,,,,A,MORANG,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,MORANG,,,,"KULESHWOR-14, KATHMANDU",,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,JAYANDRA LAL SHRESTHA                                                                                                                                                                                   
1900-01-01T00:00:00.000000,PAN353089449,lumbinitravels925@outlook.com,,,,,,,,,+977-9858187309,1,,,,,FA4853983019681631,,,10,,PARRAG BISTA                                                                                                                                                                                            ,,,,,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,,,,,,,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,PARRAG BISTA                                                                                                                                                                                            
1900-01-01T00:00:00.000000,PAN353089449,lumbinitravels925@outlook.com,,,,,,,,,+977-9858187309,1,,,,,FA4853983019681631,,,9,,SOM NATH LAMICHHANE                                                                                                                                                                                     ,,,,,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,,,,,,,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,SOM NATH LAMICHHANE                                                                                                                                                                                     
1900-01-01T00:00:00.000000,PAN353089449,lumbinitravels925@outlook.com,,,,,,,,,+977-9858187309,1,123,,,,FA2582732553674743,,,3,,NARAYAN KUMAR SHRESTHA                                                                                                                                                                                  ,,,,,A,DHADING,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,DHADING-8,,,,"BUDHATHUNG-8,DHADING",,,,9/1/2045,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,NARAYAN KUMAR SHRESTHA                                                                                                                                                                                  
1900-01-01T00:00:00.000000,PAN353089449,lumbinitravels925@outlook.com,,,,,,,,,+977-9858187309,1,2456/1410,,,,FA2582732553674743,,,2,,I R TAMANG                                                                                                                                                                                              ,,,,,A,OKHALDHUNGA,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,OKHALDHUNGA-7,,,,"KIRITPUR-1,KATHMANDU",,,,4/12/2042,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,I R TAMANG                                                                                                                                                                                              
1900-01-01T00:00:00.000000,PAN353089449,lumbinitravels925@outlook.com,,,,,,,,,+977-9858187309,1,6649478,,,,FA2582732553674743,,,1,,BHIM RAJ CHALISE                                                                                                                                                                                        ,,,,,A,SARLAHI,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,SARLAHI-6,,,,"NETRAGANJ-6,SARLAHI",,,,27/7/2042,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,BHIM RAJ CHALISE                                                                                                                                                                                        
1900-01-01T00:00:00.000000,PAN136521569,rukumco-opfinance247@outlook.com,,,,,,,,,+977-9811401099,1,,,,,FA2987591865490592,,,3,,SUMIT AJITSARIA                                                                                                                                                                                         ,,,INDIA,,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,INDIA,,,,,,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,SUMIT AJITSARIA                                                                                                                                                                                         
1900-01-01T00:00:00.000000,PAN136521569,rukumco-opfinance247@outlook.com,,,,,,,,,+977-9811401099,1,,,,,FA2987591865490592,,,2,,VIJAY AGRAWAL                                                                                                                                                                                           ,,,,,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,KATHMANDU-37,,,,KATHMANDU-37,,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,VIJAY AGRAWAL                                                                                                                                                                                           
1900-01-01T00:00:00.000000,PAN136521569,rukumco-opfinance247@outlook.com,,,,,,,,,+977-9811401099,1,,,,,FA2987591865490592,,,1,,MANOJ AGRAWAL                                                                                                                                                                                           ,,,,,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,,,,,,,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,MANOJ AGRAWAL                                                                                                                                                                                           
1900-01-01T00:00:00.000000,PAN136521569,rukumco-opfinance247@outlook.com,,,,,,,,,+977-9811401099,1,1397,,,,FA1539510405291721,,,3,,YADAV SITAULA                                                                                                                                                                                           ,,,,,E,KAVRE,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,"BALUWA-06,KAVRE",,,,KATHMANDU,,,,10/03/2048,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,YADAV SITAULA                                                                                                                                                                                           
1900-01-01T00:00:00.000000,PAN136521569,rukumco-opfinance247@outlook.com,,,,,,,,,+977-9811401099,1,,,,,FA1539510405291721,,,2,,SUMIT AJITSARIA                                                                                                                                                                                         ,,,,,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,"INDIA,MUMBAI",,,,KATHMANDU,,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,SUMIT AJITSARIA                                                                                                                                                                                         
1900-01-01T00:00:00.000000,PAN136521569,rukumco-opfinance247@outlook.com,,,,,,,,,+977-9811401099,1,,,,,FA1539510405291721,,,1,,MANOJ AGRAWAL                                                                                                                                                                                           ,,,,,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,,,,,KATHMANDU,,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,MANOJ AGRAWAL                                                                                                                                                                                           
1900-01-01T00:00:00.000000,PAN392428656,syangjafootwear282@outlook.com,,,,,,,,,+977-9863201168,1,8407/3714,,,,FA1491515342785562,,,1,,PRADIP JUNG PANDEY                                                                                                                                                                                      ,,,,,A,KATHMANDU,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,KATHMANDU-3,,,,KATHMANDU-3,,,,22/1/2041,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,PRADIP JUNG PANDEY                                                                                                                                                                                      
1900-01-01T00:00:00.000000,PAN432548863,mananghospitality262@outlook.com,,,,,,,,,+977-9885898458,1,,,,,FA1469165935828164,,,6,,DEENANATH AGRAWAL                                                                                                                                                                                       ,BIRGUNJ,KATHMANDU,BIRGUNJ,PARSA,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,BIRGUNJ,,,,BIRGUNJ,,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,DEENANATH AGRAWAL                                                                                                                                                                                       
1900-01-01T00:00:00.000000,PAN432548863,mananghospitality262@outlook.com,,,,,,,,,+977-9885898458,1,,,,,FA1469165935828164,,,5,,SATISH KUMAR SHARMA                                                                                                                                                                                     ,BIRGUNJ,KATHMANDU,BIRGUNJ,PARSA,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,BIRGUNJ,,,,BIRGUNJ,,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,SATISH KUMAR SHARMA                                                                                                                                                                                     
1900-01-01T00:00:00.000000,PAN432548863,mananghospitality262@outlook.com,,,,,,,,,+977-9885898458,1,,,,,FA1469165935828164,,,4,,PRALIHUDYAL AGRAWAL                                                                                                                                                                                     ,,,,,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,"BIRGUNJ, PARSA",,,,"BIRGUNJ, PARSA",,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,PRALIHUDYAL AGRAWAL                                                                                                                                                                                     
1900-01-01T00:00:00.000000,PAN432548863,mananghospitality262@outlook.com,,,,,,,,,+977-9885898458,1,7412,,,,FA1469165935828164,,,3,,RAM CHANDRA SANGHAI                                                                                                                                                                                     ,BIRGUNJ,,,,A,KATHMANDU,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,"INDRACHOWK, KATHMANDU",,,,"BIRGUNJ, PARSA",,,,12-03-2063,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,RAM CHANDRA SANGHAI                                                                                                                                                                                     
1900-01-01T00:00:00.000000,PAN432548863,mananghospitality262@outlook.com,,,,,,,,,+977-9885898458,1,2638/046,,,,FA1469165935828164,,,2,,SHIV KUMAR AGRAWAL                                                                                                                                                                                      ,BIRGUNJ,,,,A,KATHMANDU,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,KATHMANDU-21,,,,"BIRGUNJ, PARSA",,,,09-03-2046,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,SHIV KUMAR AGRAWAL                                                                                                                                                                                      
1900-01-01T00:00:00.000000,PAN432548863,mananghospitality262@outlook.com,,,,,,,,,+977-9885898458,1,6907,,,,FA1469165935828164,,,1,,BIRENDRA LUMAR SANGHAI                                                                                                                                                                                  ,BIRGUNJ,,,,A,KATHMANDU,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,KATHMANDU-25,,,,"BIRGUNJ, PARSA",,,,24-02-2033,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,BIRENDRA LUMAR SANGHAI                                                                                                                                                                                  
2013-01-09T00:00:00.000000,PAN602858021,sandil.tandukar@dlytica.com,,,,,,,,TUL Tandukar,9861396794,1,012816,,,,FA3033937761650927,,,1,,GUNRAJ SHRESTHA                                                                                                                                                                                         ,,,,,A,JHAPA,2021-03-04T16:54:38,2021-03-04T16:54:38,,GUNRAJ Tandukar,,"ANARMANI-3,JHAPA",,,,,,,,12/3/2062,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,GUNRAJ SHRESTHA                                                                                                                                                                                         
1900-01-01T00:00:00.000000,PAN813377590,nepalairlines939@outlook.com,,,,,,,,,+977-9856247781,1,,,,,FA8824973271610100,,,2,,RAJESH PRASAD DAS                                                                                                                                                                                       ,,,,,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,,,,,"BIRTAMODE,JHAPA",,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,RAJESH PRASAD DAS                                                                                                                                                                                       
1900-01-01T00:00:00.000000,PAN813377590,nepalairlines939@outlook.com,,,,,,,,,+977-9856247781,1,,,,,FA8824973271610100,,,1,,RAMESH PRASAD NEUPANE                                                                                                                                                                                   ,,,,,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,,,,,"BIRTAMODE,JHAPA",,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,RAMESH PRASAD NEUPANE                                                                                                                                                                                   
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,,,,,,,,,+977-9859061546,1,10811/6,,,,FA2613436596856555,,,2,,SURYA PRASAD MAINALI                                                                                                                                                                                    ,,,,,A,MORANG,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"KERAUN-1, MORANG",,,,"KERAUN-1, MORANG",,,,09-09-2054,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,SURYA PRASAD MAINALI                                                                                                                                                                                    
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,,,,,,,,,+977-9859061546,1,,,,,FA2613436596856555,,,1,,NABIN BHANDARI                                                                                                                                                                                          ,,,,,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,,,,,,,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,NABIN BHANDARI                                                                                                                                                                                          
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,,,,,,,,,+977-9859061546,1,,,,,FA8261266616220391,,,3,,HARI PRASAD ACHARYA                                                                                                                                                                                     ,,,,,A,JHAPA,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"HALDIBARI-09, JHAPA",,,,"HALDIBARI-09, JHAPA",,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,HARI PRASAD ACHARYA                                                                                                                                                                                     
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,,,,,,,,,+977-9859061546,1,,,,,FA8261266616220391,,,2,,HARI MAYA PUAKUREL                                                                                                                                                                                      ,,,,,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,,,,,,,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,HARI MAYA PUAKUREL                                                                                                                                                                                      
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,,,,,,,,,+977-9859061546,1,,,,,FA8261266616220391,,,1,,KAMAL PRASAD KATTEZ                                                                                                                                                                                     ,,,,,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,,,,,,,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,KAMAL PRASAD KATTEZ                                                                                                                                                                                     
1900-01-01T00:00:00.000000,PAN629114031,pathivaralogistics755@outlook.com,,,,,,,,,+977-9847930186,1,15153,,,,FA2932557360230616,,,2,,JAYA RAM GORKHALI                                                                                                                                                                                       ,,,,,A,BHAKTAPUR,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,BHAKTAPUR-6,,,,BHAKTAPUR-6,,,,16/8/2060,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,JAYA RAM GORKHALI                                                                                                                                                                                       
1900-01-01T00:00:00.000000,PAN629114031,pathivaralogistics755@outlook.com,,,,,,,,,+977-9847930186,1,26524,,,,FA2932557360230616,,,1,,SARIF SUWAL                                                                                                                                                                                             ,,,,,A,BHAKTAPUR,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,BHAKTAPUR-9,,,,BHAKTAPUR-9,,,,13/4/2062,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,SARIF SUWAL                                                                                                                                                                                             
1900-01-01T00:00:00.000000,PAN629114031,pathivaralogistics755@outlook.com,,,,,,,,,+977-9847930186,1,16250,,,,FA2932557360230616,,,5,,BIKASH TWATI                                                                                                                                                                                            ,,,,,A,BHAKTAPUR,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,BHAKTAPUR-12,,,,"BOLACHHEN,BHAKTAPUR",,,,6/10/2060,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,BIKASH TWATI                                                                                                                                                                                            
1900-01-01T00:00:00.000000,PAN629114031,pathivaralogistics755@outlook.com,,,,,,,,,+977-9847930186,1,22071,,,,FA2932557360230616,,,4,,SUNIL JHANGAJU                                                                                                                                                                                          ,,,,,A,BHAKTAPUR,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,BHAKTAPUR-3,,,,BHAKTAPUR-3,,,,5/10/2061,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,SUNIL JHANGAJU                                                                                                                                                                                          
1900-01-01T00:00:00.000000,PAN629114031,pathivaralogistics755@outlook.com,,,,,,,,,+977-9847930186,1,34276,,,,FA2932557360230616,,,3,,ANIL LAWAJU                                                                                                                                                                                             ,,,,,A,BHAKTAPUR,2021-03-04T16:54:38,2021-03-04T16:54:38,,,,BHAKTAPUR-3,,,,BHAKTAPUR-3,,,,8/8/2063,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,ANIL LAWAJU                                                                                                                                                                                             
1994-05-27T00:00:00.000000,PAN642854936,shreekrishnafoundationngo395@outlook.com,GANGA DEVI MAHATO,,,,,,M,,+977-9872376868,1,19-022-71-01041,NEPAL,,,FA6552847506759018,,,3,,INDAL KUMAR SINGH                                                                                                                                                                                       ,BHARATWAHA,SARLAHI,BHARATWAHA,SARLAHI,A,SARLAHI,2021-03-04T16:54:38,2021-03-04T16:54:38,MR,,NOT AVAILABLE,"BHARATWAHA-02,SARLAHI",,,,"BHARATWAHA-02,SARLAHI",,NEPALI,,3/4/2071,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,INDAL KUMAR SINGH                                                                                                                                                                                       
1994-05-27T00:00:00.000000,PAN642854936,shreekrishnafoundationngo395@outlook.com,JAHARI DEVI MHATO,,,,,,M,,+977-9872376868,1,33655348,NEPAL,,,FA6552847506759018,,,2,,BUDDHA RAM MAHATO                                                                                                                                                                                       ,MURTIYA,SARLAHI,MURTIYA,SARLAHI,A,SARLAHI,2021-03-04T16:54:38,2021-03-04T16:54:38,MR,,NOT AVAILABLE,"MURTIYA-08, SARLAHI",,,,"MURTIYA-08, SARLAHI",,NEPALI,,10/13/2061,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,BUDDHA RAM MAHATO                                                                                                                                                                                       
1994-05-27T00:00:00.000000,PAN642854936,shreekrishnafoundationngo395@outlook.com,PRBATI DEVI YADAV,,,,,,M,,+977-9872376868,1,191038/133,NEPAL,,,FA6552847506759018,,,1,,MUKESH PRASAD YADAV                                                                                                                                                                                     ,KAMADIA,SARLAHI,KAMADIA,SARLAHI,A,SARLAHI,2021-03-04T16:54:38,2021-03-04T16:54:38,MR,,NOT AVAILABLE,"KAMADIA-09,SARLAHI",,,,"KAMADIA-09,SARLAHI",,NEPALI,,7/17/2065,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,MUKESH PRASAD YADAV                                                                                                                                                                                     
1900-01-01T00:00:00.000000,PAN903432729,myagdienterprises905@outlook.com,,,,,,,M,,+977-9822227078,1,74337,NEPAL,,,FA8528175189152643,,,2,,RAJAT TODI                                                                                                                                                                                              ,,,,,A,MORANG,2021-03-04T16:54:38,2021-03-04T16:54:38,MR,,NOT AVAILABLE,"BIRATNAGAR-06,MORANG",,,,"BIRATNAGAR-06,MORANG",,NEPALI,,11/02/2060,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,RAJAT TODI                                                                                                                                                                                              
1900-01-01T00:00:00.000000,PAN903432729,myagdienterprises905@outlook.com,,,,,,,M,,+977-9822227078,1,40,NEPAL,,,FA8528175189152643,,,1,,RAJ KUMARI TODI                                                                                                                                                                                         ,MORANG,,MORANG,,F,MORANG,2021-03-04T16:54:38,2021-03-04T16:54:38,MR,,NOT AVAILABLE,"KATAHARI,MORANG",,,,"KATAHARI,MORANG",,NEPALI,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,RAJ KUMARI TODI                                                                                                                                                                                         
1994-05-27T00:00:00.000000,PAN642854936,shreekrishnafoundationngo395@outlook.com,,,,,,,,,+977-9872376868,1,19 1036/02,,,,FA5809106809503348,,,2,,RABINDRA KAPAR                                                                                                                                                                                          ,,,,,A,SARLAHI,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"BHELAHI-07, SARLAHI",,,,"BHELAHI-07, SARLAHI",,,,24-8-2066,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,RABINDRA KAPAR                                                                                                                                                                                          
1994-05-27T00:00:00.000000,PAN642854936,shreekrishnafoundationngo395@outlook.com,,,,,,,,,+977-9872376868,1,79821171,,,,FA5809106809503348,,,1,,RAJIV KUMAR GUPTA                                                                                                                                                                                       ,,,,,A,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"ROHUWA-02, SARLAHI",,,,"ROHUWA-02, SARLAHI",,,,24-8-2058,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,RAJIV KUMAR GUPTA                                                                                                                                                                                       
1900-01-01T00:00:00.000000,PAN903432729,myagdienterprises905@outlook.com,,,,,,,,,+977-9822227078,1,,,,,FA6114909716454079,,,1,,RAJ KUMARI TODI                                                                                                                                                                                         ,,,,,F,,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"BIRATNAGAR, MORANG",,,,"BIRATNAGAR-06, MORANG",,,,,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,RAJ KUMARI TODI                                                                                                                                                                                         
1900-01-01T00:00:00.000000,PAN944763272,himalayanconsultancy879@outlook.com,,,,,,,,,+977-9851570882,1,321018/444,,,,FA1343681777891778,,,3,,KRISHNA KUMAR YADAV                                                                                                                                                                                     ,KAGESWARI MANAHAR,,,,A,RAUTAHAT,2021-03-04T16:54:38,2021-03-04T16:54:38,,,NOT AVAILABLE,"DIPA:08, RAUTAHAT",,,,MADHAW NARAYAN :01,,,,24/04/2067,FIVUSR,FIVUSR,,Y,,2024-08-07 06:58:49.521,KRISHNA KUMAR YADAV                                                                                                                                                                                     
